Item Name,Description,Mfg Part #,Category,Rate,Item Type
HH25B,Basic Comfort Control System Renovation\CRRenovate system control wiring\CRElectrical termination service\CRPerformance and safety testing\CR6 month warra,,Services,1000,Non Inventory
HH25C,Main Comfort Control System Renovation\CRVoltage conversion system rejuvenation\CRRenovate system control wiring\CRElectrical termination service\CRPerfor,,Services,1296,Non Inventory
HH25D,Complete Comfort Control System Renovation\CRComplete voltage protection system renovation\CRRenovate system control wiring\CRVoltage conversion system r,,Services,1629,Non Inventory
HH25E,Complete Comfort Control System Renovation\CRComplete voltage protection system renovation\CRRenovate system control wiring\CRVoltage conversion system r,,Services,1925,Non Inventory
HH26A,Comfort Control System Rejuvenation \CRPerformance and safety testing\CR30 day warranty,,Services,863,Non Inventory
HH26B,Basic Comfort Control System Renovation\CRRenovate system control wiring\CRElectrical termination service\CRPerformance and safety testing\CR6 month warra,,Services,1165,Non Inventory
HH26C,Main Comfort Control System Renovation\CRVoltage conversion system rejuvenation\CRRenovate system control wiring\CRElectrical termination service\CRPerfor,,Services,1511,Non Inventory
HH26D,Complete Comfort Control System Renovation\CRComplete voltage protection system renovation\CRRenovate system control wiring\CRVoltage conversion system r,,Services,1899,Non Inventory
HH26E,Complete Comfort Control System Renovation\CRComplete voltage protection system renovation\CRRenovate system control wiring\CRVoltage conversion system r,,Services,2244,Non Inventory
HH27A,Comfort Control System Rejuvenation \CRPerformance and safety testing\CR30 day warranty,,Services,1004,Non Inventory
HH27B,Basic Comfort Control System Renovation\CRRenovate system control wiring\CRElectrical termination service\CRPerformance and safety testing\CR6 month warra,,Services,1355,Non Inventory
HH27C,Main Comfort Control System Renovation\CRVoltage conversion system rejuvenation\CRRenovate system control wiring\CRElectrical termination service\CRPerfor,,Services,1756,Non Inventory
HH27D,Complete Comfort Control System Renovation\CRComplete voltage protection system renovation\CRRenovate system control wiring\CRVoltage conversion system r,,Services,2208,Non Inventory
HH27E,Complete Comfort Control System Renovation\CRComplete voltage protection system renovation\CRRenovate system control wiring\CRVoltage conversion system r,,Services,2609,Non Inventory
HH28A,Comfort Control System Rejuvenation \CRPerformance and safety testing\CR30 day warranty,,Services,1169,Non Inventory
HH28B,Basic Comfort Control System Renovation\CRRenovate system control wiring\CRElectrical termination service\CRPerformance and safety testing\CR6 month warra,,Services,1577,Non Inventory
HH28C,Main Comfort Control System Renovation\CRVoltage conversion system rejuvenation\CRRenovate system control wiring\CRElectrical termination service\CRPerfor,,Services,2045,Non Inventory
HH28D,Complete Comfort Control System Renovation\CRComplete voltage protection system renovation\CRRenovate system control wiring\CRVoltage conversion system r,,Services,2571,Non Inventory
HH28E,Complete Comfort Control System Renovation\CRComplete voltage protection system renovation\CRRenovate system control wiring\CRVoltage conversion system r,,Services,3038,Non Inventory
HH29A,Comfort Control System Rejuvenation \CRPerformance and safety testing\CR30 day warranty,,Services,1423,Non Inventory
HH29B,Basic Comfort Control System Renovation\CRRenovate system control wiring\CRElectrical termination service\CRPerformance and safety testing\CR6 month warra,,Services,1922,Non Inventory
HH29C,Main Comfort Control System Renovation\CRVoltage conversion system rejuvenation\CRRenovate system control wiring\CRElectrical termination service\CRPerfor,,Services,2491,Non Inventory
HH29D,Complete Comfort Control System Renovation\CRComplete voltage protection system renovation\CRRenovate system control wiring\CRVoltage conversion system r,,Services,3131,Non Inventory
HH29E,Complete Comfort Control System Renovation\CRComplete voltage protection system renovation\CRRenovate system control wiring\CRVoltage conversion system r,,Services,3701,Non Inventory
HH2A,,,Services,634,Non Inventory
HH2B,,,Services,867,Non Inventory
HH2C,Main Electronic Air Protection System Renovation\CRElectrical control system renovation\CRAir protection system restoration service\CRPerformance and saf,,Services,486,Non Inventory
HH2D,Complete Electronic Air Protection System Renovation\CRElectrical control system renovation\CRElectronic media cell rejuvenation\CRAir protection system,,Services,608,Non Inventory
HH2E,Complete Electronic Air Protection System Renovation\CRElectrical control system renovation\CRElectronic media cell rejuvenation\CRAir protection system,,Services,730,Non Inventory
HH30A,Comfort Control System Rejuvenation \CRPerformance and safety testing\CR30 day warranty,,Services,1768,Non Inventory
HH30B,Basic Comfort Control System Renovation\CRRenovate system control wiring\CRElectrical termination service\CRPerformance and safety testing\CR6 month warra,,Services,2387,Non Inventory
HH30C,Main Comfort Control System Renovation\CRVoltage conversion system rejuvenation\CRRenovate system control wiring\CRElectrical termination service\CRPerfor,,Services,3094,Non Inventory
HH30D,Complete Comfort Control System Renovation\CRComplete voltage protection system renovation\CRRenovate system control wiring\CRVoltage conversion system r,,Services,3890,Non Inventory
HH30E,Complete Comfort Control System Renovation\CRComplete voltage protection system renovation\CRRenovate system control wiring\CRVoltage conversion system r,,Services,4597,Non Inventory
HH31A,Comfort Control System Rejuvenation \CRPerformance and safety testing\CR30 day warranty,,Services,2113,Non Inventory
HH31B,Basic Comfort Control System Renovation\CRRenovate system control wiring\CRElectrical termination service\CRPerformance and safety testing\CR6 month warra,,Services,2852,Non Inventory
HH31C,Main Comfort Control System Renovation\CRVoltage conversion system rejuvenation\CRRenovate system control wiring\CRElectrical termination service\CRPerfor,,Services,3698,Non Inventory
HH31D,Complete Comfort Control System Renovation\CRComplete voltage protection system renovation\CRRenovate system control wiring\CRVoltage conversion system r,,Services,4648,Non Inventory
HH31E,Complete Comfort Control System Renovation\CRComplete voltage protection system renovation\CRRenovate system control wiring\CRVoltage conversion system r,,Services,5494,Non Inventory
HH32A,Comfort Control System Rejuvenation \CRPerformance and safety testing\CR30 day warranty,,Services,2458,Non Inventory
HH32B,Basic Comfort Control System Renovation\CRRenovate system control wiring\CRElectrical termination service\CRPerformance and safety testing\CR6 month warra,,Services,3318,Non Inventory
HH32C,Main Comfort Control System Renovation\CRVoltage conversion system rejuvenation\CRRenovate system control wiring\CRElectrical termination service\CRPerfor,,Services,4301,Non Inventory
HH32D,Complete Comfort Control System Renovation\CRComplete voltage protection system renovation\CRRenovate system control wiring\CRVoltage conversion system r,,Services,5407,Non Inventory
HH32E,Complete Comfort Control System Renovation\CRComplete voltage protection system renovation\CRRenovate system control wiring\CRVoltage conversion system r,,Services,6390,Non Inventory
HH33A,Moisture Restoration System Rejuvenation\CRPerformance and safety testing\CR30 day warranty,,Services,457,Non Inventory
HH33B,Basic Moisture Restoration System Renovation\CRTransfer media service\CRPerformance and safety testing\CR6 month warranty,,Services,685,Non Inventory
HH33C,Main Moisture Restoration System Renovation\CRUpgrade moisture transfer medias\CRIsolation control system service\CRWater removal system treatment servic,,Services,914,Non Inventory
HH33D,Complete Moisture Restoration System Renovation\CRUpgrade moisture transfer medias\CRExtreme comfort control system renovation\CRIsolation control system,,Services,1142,Non Inventory
HH33E,Complete Moisture Restoration System Renovation\CRUpgrade moisture transfer medias\CRExtreme comfort control system renovation\CRIsolation control system,,Services,1371,Non Inventory
HH34A,Moisture Restoration System Rejuvenation\CRPerformance and safety testing\CR30 day warranty,,Services,568,Non Inventory
HH34B,Basic Moisture Restoration System Renovation\CRTransfer media service\CRPerformance and safety testing\CR6 month warranty,,Services,852,Non Inventory
HH34C,Main Moisture Restoration System Renovation\CRUpgrade moisture transfer medias\CRIsolation control system service\CRWater removal system treatment servic,,Services,1136,Non Inventory
HH34D,Complete Moisture Restoration System Renovation\CRUpgrade moisture transfer medias\CRExtreme comfort control system renovation\CRIsolation control system,,Services,1420,Non Inventory
HH34E,Complete Moisture Restoration System Renovation\CRUpgrade moisture transfer medias\CRExtreme comfort control system renovation\CRIsolation control system,,Services,1704,Non Inventory
HH35A,Moisture Restoration System Rejuvenation\CRPerformance and safety testing\CR30 day warranty,,Services,698,Non Inventory
HH35B,Basic Moisture Restoration System Renovation\CRTransfer media service\CRPerformance and safety testing\CR6 month warranty,,Services,1047,Non Inventory
HH35C,Main Moisture Restoration System Renovation\CRUpgrade moisture transfer medias\CRIsolation control system service\CRWater removal system treatment servic,,Services,1396,Non Inventory
HH35D,Complete Moisture Restoration System Renovation\CRUpgrade moisture transfer medias\CRExtreme comfort control system renovation\CRIsolation control system,,Services,1745,Non Inventory
HH35E,Complete Moisture Restoration System Renovation\CRUpgrade moisture transfer medias\CRExtreme comfort control system renovation\CRIsolation control system,,Services,2094,Non Inventory
HH36A,Moisture Restoration System Rejuvenation \CRPerformance and safety testing\CR30 day warranty,,Services,1643,Non Inventory
HH36B,Basic Moisture Restoration System Renovation\CRBasic comfort and safety upgrades\CRPerformance and safety testing\CR6 month warranty,,Services,2465,Non Inventory
HH36C,Main Moisture Restoration System Renovation\CRComfort control system \CRInline mineral filters\CRPerformance and safety testing\CR1 year warranty,,Services,3286,Non Inventory
HH36D,Complete Moisture Restoration System Renovation\CRExtreme comfort control system renovation\CRInline mineral filters\CRComplete water removal system reno,,Services,4108,Non Inventory
HH36E,Complete Moisture Restoration System Renovation\CRExtreme comfort control system renovation\CRInline mineral filters\CRComplete water removal system reno,,Services,4929,Non Inventory
HH37A,Moisture Restoration System Rejuvenation \CRPerformance and safety testing\CR30 day warranty,,Services,2335,Non Inventory
HH37B,Basic Moisture Restoration System Renovation\CRBasic comfort and safety upgrades\CRPerformance and safety testing\CR6 month warranty,,Services,3502,Non Inventory
HH37C,Main Moisture Restoration System Renovation\CRComfort control system \CRInline mineral filters\CRPerformance and safety testing\CR1 year warranty,,Services,4669,Non Inventory
